transaction_id,customer_id,kyc_verified,account_age_days,transaction_amount,channel,timestamp,is_fraud
TXN_201045,CUST_380,Yes,2363,14507,Web,2025-08-11 16:28:15,0
TXN_201046,CUST_509,Yes,1578,33180,Web,2025-08-09 19:16:26,0
TXN_201047,CUST_413,Yes,824,4551,Mobile,2025-08-12 21:25:23,0
TXN_201048,CUST_479,Yes,2977,9068,POS,2025-08-23 10:23:39,0
TXN_201049,CUST_240,No,1742,8312,Mobile,2025-08-06 20:39:10,0
TXN_201050,CUST_755,No,1225,8209,Mobile,2025-08-16 09:06:00,0
TXN_201051,CUST_572,No,854,3841,Web,2025-08-22 23:56:34,0
TXN_201052,CUST_708,Yes,1914,6216,ATM,2025-08-07 02:50:26,0
TXN_201053,CUST_209,Yes,128,8170,Mobile,2025-08-12 02:59:02,0
TXN_201054,CUST_579,Yes,2973,297110,Web,2025-08-14 19:34:18,0
TXN_201055,CUST_374,Yes,607,6499,Mobile,2025-08-25 16:21:05,0
TXN_201056,CUST_469,Yes,2372,7119,Mobile,2025-08-23 21:35:07,0
TXN_201057,CUST_147,Yes,167,11376,POS,2025-08-02 07:07:33,0
TXN_201058,CUST_779,Yes,1129,3661,POS,2025-08-01 18:08:50,0
TXN_201059,CUST_304,Yes,936,8581,POS,2025-08-07 18:32:40,0
TXN_201060,CUST_447,No,956,18550,Mobile,2025-08-13 04:01:59,0
TXN_201061,CUST_758,Yes,2978,270263,POS,2025-08-16 17:25:31,0
TXN_201062,CUST_102,Yes,215,4355,Mobile,2025-08-16 22:27:34,0
TXN_201063,CUST_305,No,2478,213445,ATM,2025-08-01 02:12:45,1
TXN_201064,CUST_670,Yes,267,263606,Web,2025-08-17 01:58:58,1
TXN_201065,CUST_761,Yes,1495,2464,Web,2025-08-11 18:07:47,0
TXN_201066,CUST_526,Yes,1444,63491,Web,2025-08-16 02:14:39,0
TXN_201067,CUST_367,Yes,155,7132,Mobile,2025-08-10 00:45:45,0
TXN_201068,CUST_474,Yes,2159,8301,Mobile,2025-08-03 19:12:43,0
TXN_201069,CUST_282,Yes,1662,7695,Mobile,2025-08-02 02:42:20,0
TXN_201070,CUST_224,Yes,1043,4254,POS,2025-08-16 09:48:13,0
TXN_201071,CUST_145,Yes,2818,13218,Mobile,2025-08-23 18:44:26,0
TXN_201072,CUST_460,Yes,187,223723,Mobile,2025-08-12 03:31:15,0
TXN_201073,CUST_103,Yes,1663,7516,Mobile,2025-08-06 22:12:57,0
TXN_201074,CUST_583,Yes,1156,6125,Web,2025-08-20 12:23:38,1
TXN_201075,CUST_670,Yes,2140,9373,Web,2025-08-06 01:31:11,0
TXN_201076,CUST_770,Yes,636,11750,Mobile,2025-08-04 14:54:19,0
TXN_201077,CUST_407,Yes,1796,18605,Web,2025-08-03 16:52:58,0
TXN_201078,CUST_402,Yes,328,212093,POS,2025-08-08 17:12:54,0
TXN_201079,CUST_289,Yes,2360,11333,Web,2025-08-16 20:33:27,0
TXN_201080,CUST_294,Yes,429,7360,Web,2025-08-13 13:27:50,0
TXN_201081,CUST_719,Yes,2823,191687,Mobile,2025-08-03 13:16:57,0
TXN_201082,CUST_739,Yes,2692,7651,ATM,2025-08-02 15:45:30,0
TXN_201083,CUST_260,Yes,2615,118883,Mobile,2025-08-14 12:34:25,0
TXN_201084,CUST_330,Yes,2346,23132,Mobile,2025-08-03 09:52:06,0
TXN_201085,CUST_727,Yes,2220,12090,Mobile,2025-08-16 15:37:52,0
TXN_201086,CUST_254,Yes,2321,178768,Mobile,2025-08-24 09:55:25,0
TXN_201087,CUST_370,Yes,2053,8366,POS,2025-08-24 06:06:09,0
TXN_201088,CUST_235,Yes,1918,6923,Mobile,2025-08-22 23:17:39,0
TXN_201089,CUST_490,Yes,1130,6576,POS,2025-08-24 02:26:55,0
TXN_201090,CUST_627,Yes,1300,18241,POS,2025-08-25 15:52:07,0
TXN_201091,CUST_402,Yes,1065,9157,Mobile,2025-08-16 09:30:50,0
TXN_201092,CUST_694,Yes,2419,8616,Web,2025-08-24 14:55:20,0
TXN_201093,CUST_394,Yes,772,3327,POS,2025-08-19 03:32:16,0
TXN_201094,CUST_406,Yes,1027,14526,Web,2025-08-06 14:13:34,0
TXN_201095,CUST_220,Yes,673,162880,Web,2025-08-17 08:44:52,1
TXN_201096,CUST_757,No,750,19737,Web,2025-08-11 00:43:42,0
TXN_201097,CUST_349,Yes,560,8142,POS,2025-08-09 20:07:12,0
TXN_201098,CUST_403,No,1777,9120,POS,2025-08-19 07:10:47,0
TXN_201099,CUST_596,Yes,2918,12904,Mobile,2025-08-10 04:56:39,0
TXN_201100,CUST_526,Yes,1866,13962,Mobile,2025-08-08 15:29:44,0
TXN_201101,CUST_397,Yes,1408,6046,Web,2025-08-15 17:40:05,0
TXN_201102,CUST_146,Yes,1260,11342,Mobile,2025-08-21 02:31:29,0
TXN_201103,CUST_546,Yes,2944,6653,POS,2025-08-25 07:35:51,0
TXN_201104,CUST_683,Yes,1573,8464,ATM,2025-08-14 13:01:48,0
TXN_201105,CUST_593,Yes,1629,4636,Mobile,2025-08-20 01:03:16,0
TXN_201106,CUST_109,No,227,8413,Web,2025-08-08 03:23:33,1
TXN_201107,CUST_236,No,1955,10284,ATM,2025-08-09 13:43:08,1
TXN_201108,CUST_125,Yes,74,12191,POS,2025-08-02 07:16:46,0
TXN_201109,CUST_245,Yes,1361,5561,Mobile,2025-08-05 16:19:35,0
TXN_201110,CUST_382,Yes,2940,5248,Web,2025-08-02 07:19:32,0
TXN_201111,CUST_685,Yes,840,157738,Mobile,2025-08-25 00:51:09,1
TXN_201112,CUST_132,Yes,1865,2193,Mobile,2025-08-03 12:58:28,0
TXN_201113,CUST_276,Yes,146,141503,Mobile,2025-08-17 08:12:22,0
TXN_201114,CUST_777,Yes,2344,9260,ATM,2025-08-08 09:59:50,0
TXN_201115,CUST_485,Yes,1624,8197,POS,2025-08-04 13:21:14,0
TXN_201116,CUST_187,Yes,425,11489,ATM,2025-08-13 02:21:22,0
TXN_201117,CUST_527,Yes,2949,3810,Web,2025-08-05 12:05:33,0
TXN_201118,CUST_528,Yes,432,8547,Mobile,2025-08-17 16:38:26,0
TXN_201119,CUST_512,No,1093,180850,Web,2025-08-14 22:22:23,0
TXN_201120,CUST_796,Yes,2983,7455,Web,2025-08-24 06:13:19,0
TXN_201121,CUST_161,Yes,1719,1728,Mobile,2025-08-19 09:19:20,0
TXN_201122,CUST_585,Yes,2286,7516,Mobile,2025-08-25 07:08:03,0
TXN_201123,CUST_316,Yes,2265,12084,Web,2025-08-09 19:25:17,0
TXN_201124,CUST_764,No,1321,7635,Mobile,2025-08-09 08:42:08,0
TXN_201125,CUST_166,Yes,2684,18594,Web,2025-08-11 06:04:38,0
TXN_201126,CUST_284,Yes,714,10638,Mobile,2025-08-01 17:34:46,0
TXN_201127,CUST_191,Yes,2029,10970,Web,2025-08-18 01:00:16,0
TXN_201128,CUST_327,Yes,740,10702,ATM,2025-08-04 11:01:13,1
TXN_201129,CUST_275,Yes,1005,8909,Mobile,2025-08-19 16:39:19,0
TXN_201130,CUST_540,Yes,1439,17875,Mobile,2025-08-05 01:17:42,0
TXN_201131,CUST_157,No,968,10636,Web,2025-08-05 23:56:10,1
TXN_201132,CUST_742,Yes,2238,13193,Web,2025-08-14 07:16:15,0
TXN_201133,CUST_279,Yes,126,8414,Web,2025-08-01 05:43:19,0
TXN_201134,CUST_136,Yes,44,3029,Mobile,2025-08-18 12:07:20,0
TXN_201135,CUST_660,Yes,221,12559,Mobile,2025-08-04 21:06:56,0
TXN_201136,CUST_128,No,2586,16673,Web,2025-08-13 14:49:47,0
TXN_201137,CUST_114,Yes,962,6067,POS,2025-08-14 12:12:34,0
TXN_201138,CUST_122,No,699,8594,POS,2025-08-14 11:34:32,1
TXN_201139,CUST_665,Yes,2113,294424,Web,2025-08-25 01:28:50,0
TXN_201140,CUST_629,Yes,1819,5911,Mobile,2025-08-14 08:05:19,0
TXN_201141,CUST_411,Yes,643,11090,Web,2025-08-15 00:20:40,0
TXN_201142,CUST_791,Yes,430,15166,POS,2025-08-15 18:51:09,0
TXN_201143,CUST_683,No,513,197834,ATM,2025-08-15 02:28:28,0
TXN_201144,CUST_750,No,2041,7376,Web,2025-08-11 02:31:11,0
TXN_201145,CUST_119,Yes,1695,179026,POS,2025-08-03 09:29:17,0
TXN_201146,CUST_646,Yes,1194,146483,Mobile,2025-08-03 02:04:23,0
TXN_201147,CUST_657,Yes,1910,10783,ATM,2025-08-18 10:35:37,0
TXN_201148,CUST_644,Yes,382,43582,ATM,2025-08-15 16:16:06,0
TXN_201149,CUST_690,No,2656,10105,POS,2025-08-22 06:47:56,0
TXN_201150,CUST_655,Yes,755,15643,Mobile,2025-08-22 23:01:40,0
TXN_201151,CUST_286,Yes,1685,5555,POS,2025-08-24 18:51:59,0
TXN_201152,CUST_499,Yes,2088,10995,ATM,2025-08-11 16:09:48,0
TXN_201153,CUST_637,Yes,1721,5465,POS,2025-08-06 04:45:17,0
TXN_201154,CUST_349,Yes,1413,7650,POS,2025-08-19 04:02:43,0
TXN_201155,CUST_155,No,1121,4812,Mobile,2025-08-16 19:52:02,1
TXN_201156,CUST_115,Yes,737,7644,Web,2025-08-05 21:00:26,0
TXN_201157,CUST_293,Yes,1596,5977,Mobile,2025-08-21 05:43:41,0
TXN_201158,CUST_131,Yes,1235,56294,POS,2025-08-07 14:07:28,0
TXN_201159,CUST_743,Yes,2843,7058,POS,2025-08-23 11:10:13,0
TXN_201160,CUST_119,Yes,1326,2869,Web,2025-08-09 21:25:39,0
TXN_201161,CUST_787,Yes,101,37645,Mobile,2025-08-13 05:31:37,0
TXN_201162,CUST_246,No,1780,11632,POS,2025-08-10 07:37:11,0
TXN_201163,CUST_346,Yes,616,9245,Mobile,2025-08-22 02:27:09,0
TXN_201164,CUST_440,Yes,488,20055,Mobile,2025-08-02 14:05:11,0
TXN_201165,CUST_681,Yes,104,216837,Web,2025-08-16 01:18:15,0
TXN_201166,CUST_633,Yes,1544,4943,POS,2025-08-07 03:56:44,1
TXN_201167,CUST_660,Yes,920,7878,Web,2025-08-01 04:02:26,0
TXN_201168,CUST_419,No,2928,7471,Mobile,2025-08-18 21:15:16,0
TXN_201169,CUST_736,Yes,1367,22334,ATM,2025-08-14 23:21:56,0
TXN_201170,CUST_488,Yes,1114,5019,Mobile,2025-08-06 15:36:31,0
TXN_201171,CUST_309,Yes,1356,2883,ATM,2025-08-09 19:39:41,0
TXN_201172,CUST_213,Yes,449,15806,ATM,2025-08-21 16:12:00,0
TXN_201173,CUST_405,Yes,1526,4438,Web,2025-08-23 00:29:38,0
TXN_201174,CUST_564,Yes,2500,127624,Web,2025-08-01 23:24:38,0
TXN_201175,CUST_497,No,2592,293947,Mobile,2025-08-16 11:51:16,1
TXN_201176,CUST_754,Yes,2798,12651,Mobile,2025-08-07 03:55:37,0
TXN_201177,CUST_788,No,878,4555,Web,2025-08-03 03:45:40,0
TXN_201178,CUST_461,Yes,2869,12346,ATM,2025-08-06 17:41:53,0
TXN_201179,CUST_180,Yes,1450,11598,POS,2025-08-09 01:09:56,0
TXN_201180,CUST_534,Yes,1500,3701,Mobile,2025-08-24 08:33:19,1
TXN_201181,CUST_649,Yes,44,10434,POS,2025-08-20 06:10:55,0
TXN_201182,CUST_769,No,207,5402,Web,2025-08-14 15:36:50,0
TXN_201183,CUST_235,Yes,1283,14810,Mobile,2025-08-03 11:42:19,0
TXN_201184,CUST_453,No,321,16763,ATM,2025-08-21 23:27:08,0
TXN_201185,CUST_683,No,840,12359,Web,2025-08-09 01:00:20,1
TXN_201186,CUST_276,Yes,1242,13649,Web,2025-08-15 17:03:59,0
TXN_201187,CUST_161,No,1668,8872,Web,2025-08-19 15:55:32,0
TXN_201188,CUST_536,Yes,2421,98557,Mobile,2025-08-15 01:41:06,0
TXN_201189,CUST_224,Yes,348,4690,Mobile,2025-08-15 11:45:34,0
TXN_201190,CUST_691,Yes,2405,111717,Web,2025-08-12 15:59:56,1
TXN_201191,CUST_713,Yes,1975,7894,Web,2025-08-17 00:13:44,0
TXN_201192,CUST_647,Yes,1422,9538,Web,2025-08-22 09:06:46,0
TXN_201193,CUST_715,Yes,662,11254,Web,2025-08-20 18:46:09,0
TXN_201194,CUST_268,Yes,1818,6320,Mobile,2025-08-18 13:55:14,0
TXN_201195,CUST_169,Yes,900,3369,Mobile,2025-08-11 18:58:35,0
TXN_201196,CUST_263,Yes,1997,10401,Mobile,2025-08-21 09:25:47,0
TXN_201197,CUST_248,Yes,1634,2638,ATM,2025-08-05 01:20:31,0
TXN_201198,CUST_562,Yes,2765,267287,Mobile,2025-08-23 16:27:49,0
TXN_201199,CUST_455,Yes,644,9197,Web,2025-08-09 11:57:23,0
TXN_201200,CUST_583,Yes,1981,7967,Mobile,2025-08-01 15:03:12,0
TXN_201201,CUST_547,No,1788,126700,POS,2025-08-14 13:28:13,0
TXN_201202,CUST_123,Yes,2473,9017,Web,2025-08-09 07:06:50,0
TXN_201203,CUST_296,Yes,691,3609,Mobile,2025-08-17 13:07:53,0
TXN_201204,CUST_490,Yes,1142,4299,Web,2025-08-06 23:19:07,0
TXN_201205,CUST_749,Yes,539,20557,POS,2025-08-19 10:04:26,0
TXN_201206,CUST_586,No,998,9921,Web,2025-08-17 00:22:20,0
TXN_201207,CUST_339,Yes,750,6336,Mobile,2025-08-03 08:10:57,0
TXN_201208,CUST_252,Yes,366,218478,POS,2025-08-11 15:57:04,1
TXN_201209,CUST_406,No,2051,10277,Web,2025-08-25 17:45:29,0
TXN_201210,CUST_215,Yes,2322,41733,Mobile,2025-08-19 18:12:24,0
TXN_201211,CUST_709,Yes,117,4457,Mobile,2025-08-16 20:28:14,0
TXN_201212,CUST_513,Yes,1608,11518,Web,2025-08-15 01:16:55,0
TXN_201213,CUST_160,Yes,2243,8786,POS,2025-08-19 21:44:55,0
TXN_201214,CUST_297,Yes,2690,2614,Mobile,2025-08-01 21:35:54,0
TXN_201215,CUST_545,No,308,109561,Mobile,2025-08-08 06:21:51,1
TXN_201216,CUST_425,Yes,1872,93068,ATM,2025-08-14 01:20:56,0
TXN_201217,CUST_371,Yes,2735,16882,Web,2025-08-12 00:46:58,0
TXN_201218,CUST_376,Yes,883,8268,Web,2025-08-22 04:10:51,0
TXN_201219,CUST_114,Yes,2927,3628,Web,2025-08-24 13:56:50,0
TXN_201220,CUST_608,Yes,578,299732,Mobile,2025-08-14 21:42:05,0
TXN_201221,CUST_161,Yes,1994,7408,Mobile,2025-08-21 07:54:06,0
TXN_201222,CUST_793,Yes,545,246227,Mobile,2025-08-25 04:52:39,1
TXN_201223,CUST_696,Yes,2949,10011,Web,2025-08-25 18:40:26,0
TXN_201224,CUST_260,Yes,2724,95713,Mobile,2025-08-23 14:22:21,0
TXN_201225,CUST_219,Yes,2198,22688,Mobile,2025-08-02 14:09:30,0
TXN_201226,CUST_585,Yes,2154,15829,Web,2025-08-09 06:38:21,0
TXN_201227,CUST_212,No,2294,7212,Mobile,2025-08-17 13:14:28,1
TXN_201228,CUST_179,Yes,1851,16197,Web,2025-08-08 17:56:07,0
TXN_201229,CUST_441,Yes,2429,66238,Mobile,2025-08-17 05:25:54,0
TXN_201230,CUST_400,Yes,274,65254,Mobile,2025-08-05 02:37:39,0
TXN_201231,CUST_249,Yes,209,5652,Web,2025-08-03 08:21:38,0
TXN_201232,CUST_577,Yes,845,12367,POS,2025-08-11 21:18:15,1
TXN_201233,CUST_231,Yes,535,9475,ATM,2025-08-21 13:29:19,0
TXN_201234,CUST_647,Yes,2708,197559,Mobile,2025-08-07 21:55:42,0
TXN_201235,CUST_573,Yes,1277,9804,Web,2025-08-06 15:05:12,0
TXN_201236,CUST_648,Yes,2920,19941,Web,2025-08-22 02:05:02,0
TXN_201237,CUST_293,Yes,2480,9268,Web,2025-08-05 23:39:27,0
TXN_201238,CUST_770,Yes,2417,8438,Web,2025-08-07 10:34:53,0
TXN_201239,CUST_638,Yes,956,8963,POS,2025-08-11 00:28:01,0
TXN_201240,CUST_460,No,2787,3506,Mobile,2025-08-24 07:43:16,0
TXN_201241,CUST_679,No,2637,4072,Web,2025-08-24 14:42:34,0
TXN_201242,CUST_309,Yes,935,6406,Web,2025-08-19 13:32:30,0
TXN_201243,CUST_774,Yes,757,36406,Mobile,2025-08-19 17:31:05,0
TXN_201244,CUST_612,Yes,103,8802,POS,2025-08-24 20:56:47,0
TXN_201245,CUST_306,Yes,2672,8128,Mobile,2025-08-21 23:55:00,0
TXN_201246,CUST_738,Yes,93,11309,ATM,2025-08-07 05:56:17,0
TXN_201247,CUST_695,Yes,1544,20519,Web,2025-08-09 06:41:27,0
TXN_201248,CUST_523,Yes,2236,227067,Mobile,2025-08-17 04:52:15,1
TXN_201249,CUST_410,Yes,1158,7234,POS,2025-08-01 20:36:05,0
TXN_201250,CUST_582,Yes,1178,15577,Mobile,2025-08-24 18:11:49,0
TXN_201251,CUST_303,No,1108,14534,Mobile,2025-08-03 07:37:35,0
TXN_201252,CUST_376,Yes,116,6225,Web,2025-08-25 11:35:09,0
TXN_201253,CUST_562,Yes,834,4912,ATM,2025-08-25 00:37:33,0
TXN_201254,CUST_134,No,2643,26626,Mobile,2025-08-18 07:16:17,0
TXN_201255,CUST_241,No,1443,132717,POS,2025-08-15 02:11:58,1
TXN_201256,CUST_159,Yes,961,66450,Web,2025-08-11 16:28:59,0
TXN_201257,CUST_273,Yes,1573,10317,ATM,2025-08-01 13:58:24,0
TXN_201258,CUST_502,Yes,564,22377,Web,2025-08-19 12:50:56,0
TXN_201259,CUST_101,Yes,759,16331,Mobile,2025-08-21 16:43:24,0
TXN_201260,CUST_569,Yes,2560,8028,Web,2025-08-07 06:10:18,0
TXN_201261,CUST_586,Yes,1514,16233,Web,2025-08-25 05:24:41,0
TXN_201262,CUST_272,Yes,529,298732,Web,2025-08-20 23:14:06,0
TXN_201263,CUST_674,Yes,1148,15097,Web,2025-08-19 23:50:15,0
TXN_201264,CUST_323,Yes,1742,200517,Mobile,2025-08-01 05:34:20,1
TXN_201265,CUST_690,Yes,1880,16166,Web,2025-08-23 16:39:02,0
TXN_201266,CUST_763,Yes,1472,5900,Web,2025-08-12 19:32:49,0
TXN_201267,CUST_633,Yes,2345,8364,Mobile,2025-08-17 15:37:49,0
TXN_201268,CUST_766,Yes,1225,280500,POS,2025-08-04 08:28:41,0
TXN_201269,CUST_539,Yes,2974,4859,ATM,2025-08-23 20:48:07,0
TXN_201270,CUST_253,No,432,21829,Web,2025-08-02 04:34:24,0
TXN_201271,CUST_212,No,2964,2451,POS,2025-08-15 10:17:05,0
TXN_201272,CUST_270,Yes,506,236097,Mobile,2025-08-10 21:58:14,0
TXN_201273,CUST_623,Yes,2913,275245,Mobile,2025-08-22 14:59:41,0
TXN_201274,CUST_317,Yes,267,2547,POS,2025-08-13 22:26:58,0
TXN_201275,CUST_474,Yes,424,7604,Web,2025-08-02 14:22:20,0
TXN_201276,CUST_187,Yes,42,13362,Mobile,2025-08-05 18:42:01,0
TXN_201277,CUST_576,Yes,1020,11755,Mobile,2025-08-11 00:34:48,0
TXN_201278,CUST_766,Yes,1520,5183,Mobile,2025-08-22 09:06:54,0
TXN_201279,CUST_732,Yes,620,259725,Mobile,2025-08-10 10:46:58,0
TXN_201280,CUST_302,Yes,1402,8745,Mobile,2025-08-24 04:56:18,0
TXN_201281,CUST_684,Yes,1530,21592,Mobile,2025-08-24 04:19:23,0
TXN_201282,CUST_196,No,467,9720,POS,2025-08-10 10:26:00,1
TXN_201283,CUST_265,No,431,2051,POS,2025-08-07 06:57:18,0
TXN_201284,CUST_603,Yes,1061,9335,Web,2025-08-10 06:16:21,0
TXN_201285,CUST_162,Yes,407,11793,Mobile,2025-08-14 19:16:06,0
TXN_201286,CUST_213,Yes,762,10143,Web,2025-08-17 12:36:00,0
TXN_201287,CUST_578,Yes,719,5608,POS,2025-08-18 19:25:34,0
TXN_201288,CUST_284,No,1967,1648,Web,2025-08-17 18:11:06,0
TXN_201289,CUST_575,Yes,950,275051,POS,2025-08-23 21:13:45,0
TXN_201290,CUST_318,Yes,1003,2399,ATM,2025-08-24 03:07:54,0
TXN_201291,CUST_215,No,2768,83102,Web,2025-08-01 12:36:48,0
TXN_201292,CUST_741,No,270,10267,Mobile,2025-08-24 14:29:34,0
TXN_201293,CUST_408,Yes,2358,2462,POS,2025-08-09 18:22:20,0
TXN_201294,CUST_416,Yes,1249,8722,Web,2025-08-08 03:36:18,0
TXN_201295,CUST_183,Yes,2200,3521,Web,2025-08-15 06:18:10,0
TXN_201296,CUST_227,No,1840,15009,Mobile,2025-08-09 08:30:23,1
TXN_201297,CUST_792,Yes,2867,12369,Mobile,2025-08-04 02:03:05,0
TXN_201298,CUST_244,Yes,1094,8202,Mobile,2025-08-03 04:39:05,0
TXN_201299,CUST_498,Yes,1389,7092,ATM,2025-08-18 15:08:11,0
TXN_201300,CUST_699,Yes,14,6981,Web,2025-08-25 13:33:27,0
TXN_201301,CUST_288,Yes,110,4111,POS,2025-08-03 22:13:03,0
TXN_201302,CUST_484,Yes,2344,7657,Web,2025-08-19 00:32:26,0
TXN_201303,CUST_758,Yes,136,2601,ATM,2025-08-22 10:06:31,0
TXN_201304,CUST_451,No,2567,8078,Mobile,2025-08-11 17:49:15,0
TXN_201305,CUST_287,Yes,420,6073,Web,2025-08-09 00:49:41,0
TXN_201306,CUST_762,No,2194,9938,Mobile,2025-08-14 04:33:28,0
TXN_201307,CUST_438,Yes,1950,2100,Web,2025-08-03 11:38:19,0
TXN_201308,CUST_146,Yes,2701,8395,Mobile,2025-08-04 01:01:05,0
TXN_201309,CUST_497,Yes,1907,239251,Web,2025-08-07 10:48:41,0
TXN_201310,CUST_527,Yes,2007,220515,ATM,2025-08-21 21:04:35,0
TXN_201311,CUST_745,Yes,2724,77350,Mobile,2025-08-11 08:45:05,0
TXN_201312,CUST_629,Yes,1063,8698,Web,2025-08-19 17:38:43,0
TXN_201313,CUST_341,Yes,1557,12348,Web,2025-08-03 05:34:25,0
TXN_201314,CUST_666,Yes,582,9562,Mobile,2025-08-14 17:59:56,0
TXN_201315,CUST_693,Yes,661,4242,POS,2025-08-14 18:46:44,0
TXN_201316,CUST_396,Yes,2327,299992,Web,2025-08-18 09:18:51,1
TXN_201317,CUST_717,Yes,2600,15267,Mobile,2025-08-06 01:56:46,0
TXN_201318,CUST_407,Yes,859,97147,ATM,2025-08-15 01:17:32,1
TXN_201319,CUST_254,Yes,2103,10610,Web,2025-08-01 20:34:27,0
TXN_201320,CUST_142,Yes,950,34466,Web,2025-08-03 20:50:10,0
TXN_201321,CUST_604,Yes,60,9755,ATM,2025-08-10 05:14:17,0
TXN_201322,CUST_170,Yes,1503,16124,Web,2025-08-19 16:28:02,0
TXN_201323,CUST_169,Yes,1063,13120,Web,2025-08-19 06:24:37,0
TXN_201324,CUST_129,Yes,2010,13264,Web,2025-08-12 22:57:44,0
TXN_201325,CUST_508,No,1029,4435,POS,2025-08-17 00:36:03,0
TXN_201326,CUST_605,Yes,2430,15992,Mobile,2025-08-25 14:08:19,0
TXN_201327,CUST_560,No,2060,10351,Mobile,2025-08-11 10:17:47,0
TXN_201328,CUST_197,Yes,2533,12165,Web,2025-08-07 01:15:06,0
TXN_201329,CUST_458,Yes,1072,3655,Mobile,2025-08-25 01:03:35,0
TXN_201330,CUST_358,Yes,1376,7493,Web,2025-08-20 18:40:25,0
TXN_201331,CUST_798,Yes,182,12932,POS,2025-08-09 22:39:00,0
TXN_201332,CUST_215,Yes,2930,2081,Mobile,2025-08-19 08:54:54,0
TXN_201333,CUST_467,Yes,977,28054,Web,2025-08-19 10:12:39,0
TXN_201334,CUST_513,Yes,1912,22553,POS,2025-08-23 19:46:43,0
TXN_201335,CUST_611,Yes,2251,5639,Web,2025-08-08 20:20:53,0
TXN_201336,CUST_686,No,2962,151009,POS,2025-08-02 13:19:31,0
TXN_201337,CUST_692,No,728,3774,Web,2025-08-13 22:27:36,1
TXN_201338,CUST_520,Yes,706,7891,Mobile,2025-08-07 05:36:10,0
TXN_201339,CUST_500,Yes,499,17634,Web,2025-08-04 05:27:13,0
TXN_201340,CUST_779,Yes,1194,274265,Web,2025-08-22 04:39:39,1
TXN_201341,CUST_151,No,987,186874,POS,2025-08-21 19:51:17,0
TXN_201342,CUST_190,Yes,2636,136954,Web,2025-08-14 06:27:07,1
TXN_201343,CUST_679,Yes,43,193352,Mobile,2025-08-23 15:52:25,0
TXN_201344,CUST_526,Yes,29,9272,Mobile,2025-08-23 11:08:25,1
TXN_201345,CUST_434,Yes,827,4875,POS,2025-08-15 13:26:25,0
TXN_201346,CUST_132,Yes,2086,7661,Web,2025-08-16 15:59:07,1
TXN_201347,CUST_736,Yes,1618,2337,POS,2025-08-09 18:10:17,0
TXN_201348,CUST_223,Yes,153,190505,ATM,2025-08-15 10:36:09,0
TXN_201349,CUST_574,Yes,2740,8924,Mobile,2025-08-04 13:08:35,0
TXN_201350,CUST_657,Yes,2956,7314,Web,2025-08-08 17:31:28,0
TXN_201351,CUST_241,Yes,2301,13439,POS,2025-08-19 21:32:44,0
TXN_201352,CUST_795,Yes,2508,4363,Web,2025-08-09 10:40:25,0
TXN_201353,CUST_169,Yes,1895,2489,Mobile,2025-08-04 15:19:19,0
TXN_201354,CUST_208,Yes,1716,15664,Mobile,2025-08-03 21:54:15,0
TXN_201355,CUST_432,Yes,948,5212,ATM,2025-08-14 11:30:28,0
TXN_201356,CUST_721,Yes,707,12322,Mobile,2025-08-22 04:59:08,0
TXN_201357,CUST_448,Yes,1969,9820,ATM,2025-08-12 10:13:10,0
TXN_201358,CUST_157,Yes,1045,78259,ATM,2025-08-20 17:24:36,0
TXN_201359,CUST_493,Yes,46,2808,POS,2025-08-04 09:03:22,0
TXN_201360,CUST_286,Yes,2786,10664,Mobile,2025-08-05 03:04:44,0
TXN_201361,CUST_586,Yes,1260,8041,Mobile,2025-08-12 10:42:08,0
TXN_201362,CUST_151,Yes,2705,195685,Mobile,2025-08-13 10:08:17,0
TXN_201363,CUST_679,Yes,1891,13465,Web,2025-08-06 07:56:47,0
TXN_201364,CUST_152,Yes,180,5668,Web,2025-08-21 20:47:41,0
TXN_201365,CUST_657,Yes,1280,22162,Web,2025-08-25 18:25:28,0
TXN_201366,CUST_787,No,1084,127290,Web,2025-08-23 03:40:41,0
TXN_201367,CUST_304,No,562,2490,Web,2025-08-08 21:52:33,0
TXN_201368,CUST_446,Yes,1353,9583,Web,2025-08-21 10:04:58,0
TXN_201369,CUST_591,Yes,1439,26502,Web,2025-08-23 13:47:26,0
TXN_201370,CUST_581,Yes,1823,3506,POS,2025-08-08 03:03:16,0
TXN_201371,CUST_307,Yes,1866,6082,Web,2025-08-03 15:07:05,0
TXN_201372,CUST_158,Yes,695,5501,Web,2025-08-03 07:43:44,0
TXN_201373,CUST_483,Yes,715,4477,Mobile,2025-08-23 09:02:53,0
TXN_201374,CUST_779,Yes,520,17563,Web,2025-08-20 21:04:08,0
TXN_201375,CUST_628,No,635,9743,POS,2025-08-14 12:10:27,0
TXN_201376,CUST_265,Yes,745,6211,Mobile,2025-08-14 00:07:40,0
TXN_201377,CUST_350,No,947,4919,Web,2025-08-12 11:05:57,0
TXN_201378,CUST_367,Yes,2603,25889,Mobile,2025-08-23 10:53:52,0
TXN_201379,CUST_276,No,715,7204,Mobile,2025-08-08 18:51:01,0
TXN_201380,CUST_253,Yes,2385,20544,Web,2025-08-04 05:27:53,0
TXN_201381,CUST_583,Yes,1491,8380,POS,2025-08-10 10:28:02,0
TXN_201382,CUST_205,Yes,1488,3876,Web,2025-08-07 10:30:09,0
TXN_201383,CUST_240,No,1813,3819,Web,2025-08-23 07:17:43,0
